path,kind,size,background,reference_images,prompt,notes
output/characters/npc/npc_10_steel_eagle_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #10 Steel Eagle, platinum tier, ability none. mechanical eye, steel shoulder armor, eagle emblem. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_10_steel_eagle_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #10 Steel Eagle, platinum tier, ability none. mechanical eye, steel shoulder armor, eagle emblem. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_10_steel_eagle_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #10 Steel Eagle, platinum tier, ability none. mechanical eye, steel shoulder armor, eagle emblem. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_11_locomotive_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #11 Locomotive, platinum tier, ability none. massive build, steam engineer coat, forehead goggles. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_11_locomotive_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #11 Locomotive, platinum tier, ability none. massive build, steam engineer coat, forehead goggles. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_11_locomotive_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #11 Locomotive, platinum tier, ability none. massive build, steam engineer coat, forehead goggles. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_11_locomotive_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #11 Locomotive, platinum tier, ability none. massive build, steam engineer coat, forehead goggles. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_11_locomotive_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #11 Locomotive, platinum tier, ability none. massive build, steam engineer coat, forehead goggles. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_12_black_iron_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #12 Black Iron, platinum tier, ability none. black iron armor, hidden face, obsidian revolver. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_12_black_iron_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #12 Black Iron, platinum tier, ability none. black iron armor, hidden face, obsidian revolver. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_12_black_iron_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #12 Black Iron, platinum tier, ability none. black iron armor, hidden face, obsidian revolver. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_12_black_iron_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #12 Black Iron, platinum tier, ability none. black iron armor, hidden face, obsidian revolver. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_12_black_iron_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #12 Black Iron, platinum tier, ability none. black iron armor, hidden face, obsidian revolver. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_13_mirror_jack_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #13 Mirror Jack, diamond tier, ability mirror. cracked mirror mask, unsettling symmetry. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_13_mirror_jack_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #13 Mirror Jack, diamond tier, ability mirror. cracked mirror mask, unsettling symmetry. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_13_mirror_jack_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #13 Mirror Jack, diamond tier, ability mirror. cracked mirror mask, unsettling symmetry. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_13_mirror_jack_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #13 Mirror Jack, diamond tier, ability mirror. cracked mirror mask, unsettling symmetry. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_13_mirror_jack_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #13 Mirror Jack, diamond tier, ability mirror. cracked mirror mask, unsettling symmetry. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_14_thunderbolt_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #14 Thunderbolt, diamond tier, ability thunderbolt. lightning facial scar, dark storm coat. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_14_thunderbolt_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #14 Thunderbolt, diamond tier, ability thunderbolt. lightning facial scar, dark storm coat. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_14_thunderbolt_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #14 Thunderbolt, diamond tier, ability thunderbolt. lightning facial scar, dark storm coat. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_14_thunderbolt_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #14 Thunderbolt, diamond tier, ability thunderbolt. lightning facial scar, dark storm coat. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_14_thunderbolt_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #14 Thunderbolt, diamond tier, ability thunderbolt. lightning facial scar, dark storm coat. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_15_shadow_hunter_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #15 Shadow Hunter, diamond tier, ability blindBang. shadowy cloak, smoke trails, white eyes. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_15_shadow_hunter_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #15 Shadow Hunter, diamond tier, ability blindBang. shadowy cloak, smoke trails, white eyes. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_15_shadow_hunter_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #15 Shadow Hunter, diamond tier, ability blindBang. shadowy cloak, smoke trails, white eyes. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_15_shadow_hunter_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #15 Shadow Hunter, diamond tier, ability blindBang. shadowy cloak, smoke trails, white eyes. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_15_shadow_hunter_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #15 Shadow Hunter, diamond tier, ability blindBang. shadowy cloak, smoke trails, white eyes. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_16_venom_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #16 Venom, master tier, ability screenShakeLight. venom motif, spiked collar, reptile leather. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_16_venom_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #16 Venom, master tier, ability screenShakeLight. venom motif, spiked collar, reptile leather. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_16_venom_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #16 Venom, master tier, ability screenShakeLight. venom motif, spiked collar, reptile leather. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_16_venom_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #16 Venom, master tier, ability screenShakeLight. venom motif, spiked collar, reptile leather. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_16_venom_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #16 Venom, master tier, ability screenShakeLight. venom motif, spiked collar, reptile leather. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_17_dryden_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #17 Dryden, master tier, ability screenShakeMedium. pale skin, red-rimmed eyes, black longcoat. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_17_dryden_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #17 Dryden, master tier, ability screenShakeMedium. pale skin, red-rimmed eyes, black longcoat. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_17_dryden_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #17 Dryden, master tier, ability screenShakeMedium. pale skin, red-rimmed eyes, black longcoat. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_17_dryden_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #17 Dryden, master tier, ability screenShakeMedium. pale skin, red-rimmed eyes, black longcoat. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_17_dryden_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #17 Dryden, master tier, ability screenShakeMedium. pale skin, red-rimmed eyes, black longcoat. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_18_red_eye_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #18 Red Eye, master tier, ability screenShakeHeavy. red eye motifs, damaged prophet-like longcoat. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_18_red_eye_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #18 Red Eye, master tier, ability screenShakeHeavy. red eye motifs, damaged prophet-like longcoat. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_18_red_eye_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #18 Red Eye, master tier, ability screenShakeHeavy. red eye motifs, damaged prophet-like longcoat. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_18_red_eye_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #18 Red Eye, master tier, ability screenShakeHeavy. red eye motifs, damaged prophet-like longcoat. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_18_red_eye_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #18 Red Eye, master tier, ability screenShakeHeavy. red eye motifs, damaged prophet-like longcoat. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_19_the_void_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #19 The Void, legend tier, ability invertedSignals. hooded gunslinger partly swallowed by black cosmic void. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_19_the_void_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #19 The Void, legend tier, ability invertedSignals. hooded gunslinger partly swallowed by black cosmic void. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_19_the_void_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #19 The Void, legend tier, ability invertedSignals. hooded gunslinger partly swallowed by black cosmic void. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_19_the_void_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #19 The Void, legend tier, ability invertedSignals. hooded gunslinger partly swallowed by black cosmic void. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_19_the_void_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #19 The Void, legend tier, ability invertedSignals. hooded gunslinger partly swallowed by black cosmic void. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_20_the_echo_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #20 The Echo, legend tier, ability echoReady. aged ghostly gunslinger with translucent afterimage. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
output/characters/npc/npc_20_the_echo_idle.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #20 The Echo, legend tier, ability echoReady. aged ghostly gunslinger with translucent afterimage. Keep exact same identity across poses. Full-body duel idle facing player, hand near holster. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_20_the_echo_aim.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #20 The Echo, legend tier, ability echoReady. aged ghostly gunslinger with translucent afterimage. Keep exact same identity across poses. Full-body quick-draw/aim pose, revolver raised naturally. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_20_the_echo_shoot.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #20 The Echo, legend tier, ability echoReady. aged ghostly gunslinger with translucent afterimage. Keep exact same identity across poses. Full-body shooting pose aimed at player, NO muzzle flash baked in. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_20_the_echo_defeat.png,character,1024x1536,transparent,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #20 The Echo, legend tier, ability echoReady. aged ghostly gunslinger with translucent afterimage. Keep exact same identity across poses. Non-gory falling/defeated pose, knees or torso giving way. Transparent background.","Generate portrait/idle first, then use accepted identity as reference for later poses."
output/characters/npc/npc_21_the_undertaker_portrait.png,portrait,1024x1024,opaque,references/high_noon_master_reference.png,"HIGH NOON mobile game art. cinematic spaghetti western, realistic stylized game art, burnt-orange sunset, deep brown shadows, dusty frontier town, weathered leather and steel, dramatic rim light, grounded anatomy. No text, no logo, no watermark. NPC #21 The Undertaker, legend tier, ability chaosRandom. funeral-black suit, coffin motif, skull cane. Keep exact same identity across poses. Chest-up western portrait, neutral wanted-poster composition, no text.",
